Tweet,Label
"RT @RevijaReporter: Janša: Maske so res padle, vsaj Kučanova in Roterjeva sta s treskom zgrmeli na tla | Reporter.si http://t.co/wlTV05b7D0…",0
"RT @Val202: Zavod za gozdove: Poškodovanega drevja je 3,5 milijona kubičnih metrov, kar je skoraj celoletna količina posekanega lesa v Slov…",0
"Če bo komu mad sestankom začelo puščati pisalo in si bo zasvinjal vse prste, preden to opazi, sem to jaz.",0
"Fino tole lomljenje drevja. Vse, česar nismo porezali, se je odlomilo. Penziči v našem bloku so lahko zadovoljni, da so prihranili denar.",0
@GobaFunk Pobeg na teren :),0
Zaznamek – žled (v sliki in besedi) | Dnevnik http://t.co/VXUjwx6hPI,0
"Uff, Severina jo je pokazala :P",0
"Udaril nas je mraz, udarila nas je vlada: od polnoči višje cene goriva. Dražje tudi kurilno olje. http://t.co/LXE5ykVfay",0
Tožilstvo brez pravne podlage http://t.co/U7QJxMLoQc #IMUNSKI SISTEM DRŽAVE NAČRTNO UNIČUJEJO...Le kdo? #VLADA? #Parlament? MAfija?,0
"@Itak12 Jaaa, zdajle bi bilo fino. Tudi brez x-drive grem z veseljem na kak poligonček :)",1
"Zaradi izrednih vremenskih razmer so trenutno zaprti mejni prehodi Drenovec, Podplanina in Novi kot.  http://t.co/TtrgSpI3an",0
"@DomenC jp :( ni se mi sanjal, kok to požre...",0
"RT @policija_si: Zaradi izrednih vremenskih razmer so trenutno zaprti mejni prehodi Drenovec, Podplanina in Novi kot.  http://t.co/TtrgSpI3…",0
@petrasovdat Zagovorniki teorij zarot danes orgazmirajo :-),0
"@Simobil dela, super hvala.",1
@NenadSenic točno zato. +@marketingslo,1
RT @EvaKobe24ur: Italijani imajo zelo nazoren izraz za ŽLED. GELICIDIO. Ledomor. Morilski led.,1
PZS: Podeljeni prvi certifikati Družinam prijazna planinska koča in drugi certifikati Okolju prijazna planinska koča http://t.co/z1sWTecucc,1
"RT @edvardkadic: Last minute ponudba - Delavnica Govorica telesa v petek/soboto (7.in 8.februar) - namesto 160 samo 99 eur, zadnja... http:…",1
"»Poslovna ideja se je razvila, ko sva z dekletom šla na 'tetoversko' konvecijo v Ljubljani. Ona se je šla... http://t.co/h9xS3W7TFm",1
"Srečko Šestan, poveljnik civilne zaščite: “Varnost je prva, če nam bo umrl en človek, smo izgubili bitko.” http://t.co/obNuAdMrFp #imetedna",1
"@TinaMaze Nič nas ni strah, če so smučarji z nami. :-) http://t.co/j72EGazbAS",1
Bruselj: Sloveniji upadla politična volja za boj proti korupciji http://t.co/9baBbcXgiV,0
"Umetnost v spravnem procesu: spomenik žrtvam vseh vojn, ki ne deluje povezujoče http://t.co/LvzYZhuEPQ #sprava #umetnost #spomenik #posvet",0
"RT @dfiser3: Vas zanima, kje vse poteka #Zelemenjava? Vse Zelemenjavne točke smo zbrali na tej povezavi: http://t.co/NNwxymJ79E",1
"Bruselj: Sloveniji upadla politična volja za boj proti korupciji http://t.co/eZqSeNobKe spet lažejo, packi!",0
RT @Val202: Avtocesto med razcepom Nanos in Razdrtim bodo predvidoma čez pol ure zaprli za ves promet 2/2,0
Zašpiljeno dobra. #foodporn,1
Slovenija - Slovenija lahko za pomoč zaprosi tudi evropski solidarnostni sklad | SiOL: Potem ko so se v nedelj... http://t.co/aLtYirFoWs,1
Po oceni ministra Židana poškodovanega 40 odstotkov gozda,0
"RT @bolhacom: [OBVESTILO] Aplikacija, ki se nahaja v Google Play trgovini NI URADNA. Je le slaba kopija nase spletne strani. Nasa aplikacij…",0
"RT @dfiser3: Bi želeli organizirati Zelemenjavo tudi v vašem kraju? Nasvete, kako jo najlažje pripraviti, smo zbrali tu: http://t.co/eeiP7G…",1
Na današnjo prireditev Dan slovenskega hokeja imate vsi kupci vstopnic prost prevoz z LPP (vstopnico je na... http://t.co/PvlUzJ4ZSn,1
@rodnagruda84 Ponavljam: večji problem se mi zdijo neprocesirana huda kazniva dejanja. Sicer pa ne zagovarjam med. spinov in JJ.,0
RT @STA_novice: Po oceni ministra Židana poškodovanega 40 odstotkov gozda,0
#Borzni trgi padajo. Kaj narediti? http://t.co/FzxB4fdkZS via @planetsiolnet,0
"@mihahribar še dobro, da imajo tolk drugega dela :P",1
Zaradi izpada električne energije so zaprte nekatere naše poslovalnice http://t.co/2HtIjnl1uI,0
"@KatarinaJenko @sirhakl You wish, ob polletju dvig cen elektrike sem ziher!",0
RT @AmelaSpendl: @tetecinober Starčki imajo očitno ne le ogromno denarja in vpliva ampak tudi orožje.,0
"Vse ocisceno v Lj, tudi plocniki:)) #ceste #Mol #lj",1
"V kratkem bodo zaradi poškodovanega daljnovoda med Nanosom in Razdrtim zaprli primorsko avtocesto.

Ne hodite na pot če ni res NUJNO.",0
"Slovenija - FOTO: V Vrhniki povsem izropane trgovine, na Jezersko z oklepniki | Slo.Novice: VRHNIKA, PREDDVOR,... http://t.co/fau4IgdwL4",0
"Čajni srčki iz zelenega čaja so lahko romantično darilo za vašo ljubezen ali pa podarite kar tako nekomu, ki vam... http://t.co/6LuQMvmngz",1
@UrosPetohleb dobiš od mene kako prleško drevo da zasadiš! :) pri nas so ostala na srečo cela @p_zoran @kricac @had,1
@savicdomen Bivsi sodelavec je danes nastopil novo sluzbo. Rekrutirali so ga prek #linkedin ../,1
@Dnevnik_si ali potem pravite da temu ne smemo verjeti in moramo iti pogledat na lastne oči? #napihovanje,0
na žalost eden najbolj dolgočasnih... #SuperBowlXLVIII,0
"RT @MatejaLugaric: K smo bli mi mejhni nikol ni pouk odpadel. Ne zard poplav, ne zard vrocine, ne zard ledu. Se zard vojne nam ni, ker so b…",1
Kaj kultura praznuje? http://t.co/U5izPGCbDZ,1
Slovenski nogometni strokovnjaki le stežka najdejo pot do tujih klubov in reprezentanc. http://t.co/AjPM4iqxED,0
"@leemalone @savicdomen sam se ze parkrat dobil pomoc in odgovore na dolocena vprasanja preko ""vez"" iz linkedina.",1
"Poleg gasilcev, civilne zaščite, vojakov je danes izjemno težko delat poštarjem, oskrbnikom v ZOO in zrav.osebju zaradi navala. Pa še komu..",0
"Prodam črne visoke štrik #Uggice št. 40! Nošeni eno sezono, cena po dogovoru!",1
Zaradi poškodovanih avtocestnih ograj povečana nevarnost divjadi na cestišču; ograj ne bo mogoče popraviti v kratkem času,0
@Jurec84 :) če so zate itak :P,1
RT @Koda386: Danes ob 18h se na @PlanetTV prične nova #oddajaO in teden stylingov #mfaganel z nagradno igro za verižico s #FWLJ. http://t.c…,1
"RT @andrejkaroli: Za zapisnik. Nimam motorke. Je pa sosed namignil, da jo lahko posodi tudi meni. Da se bom odrezal od sveta, al neki?",0
"RT @petrol: #Cene naftnih derivatov se bodo jutri zvišale (95-okt za 0,006€, 100-okt za 0,007€, dizel za 0,003€, LPG za 0€ in KOEL za 0,005…",0
"@FirstBlueShoes Vse najboljše! Upamo, da vam je teknila in polepšala praznovanje :)",1
"PV Bratuškova in predsednik Evropskega sveta Van Rompuy: Slovenija je opravila dobro delo, a reforme je treba nadaljevati",0
Žled in Slovenia:,0
"EU poslanka Tanja Fajon:Korupcijsko pošast lahko obglavimo le sami!
Je mislila na tipa ob njej, ki je priznal krivdo? http://t.co/Ts5WLopQ6n",0
"@sedovsek ja, na web verziji bomo to še dodali, ko ugotovimo kje leži škrat, v novičniku pa že je - tako, da pripročamo redno branje v...",1
"FOTO: V Postojni praktično ni več celega drevesa http://t.co/NwemIoFOaB jao, jao",0
"@NPopivoda pridi malo domov, pa še kakšen agregat iz CG prinesi ;)",1
Van Rompuy: Slovenija mora nadaljevati z reformami http://t.co/48bzaH5y6T je verjetno hotel rečt: začet...,1
"Torej razkrili smo že, da bo dogodek povezan s kulinariko in z glasbo, zato vam pustimo še nekaj časa, da vpišete... http://t.co/gTrEaIoDQc",1
"RT @NenadGlucks: EU poslanka Tanja Fajon:Korupcijsko pošast lahko obglavimo le sami!
Je mislila na tipa ob njej, ki je priznal krivdo? http…",0
"@cesenj a zdej bi morala LJ. občina imet agregate za celotno Slo.,ali država?!?...si pa res čist razčesnan...",0
"@crnkovic Zakaj si ga pa označil? Nemara zato, da bi te pohvalil? @JJansaSDS",0
Za severozahod Slovenije ponovno razglašen rdeči alarm. http://t.co/id8332R8dV http://t.co/lqMJIAz8MM,0
"Ej @savicdomen, sej vsake stvari, ki ti pride na tajmlajn ti pa tudi ni treba retvitat.",0
"Pol milijona hektarov poškodovanih gozdov. Žalostno in upam, da jih - glede na vremensko napoved - ne bo še več http://t.co/YqQ9tK7nBF",0
@strankaSDS Kako velikodušno - vsak poslanec je prispeval 23 evrov.,1
"""Liga ABA je po mojem mnenju ustvarjena z namenom manipuliranja na stavah ... število preobratov je neverjetno."" 

Jaz bi tudi to drogo ...",0
@GobaFunk @JsSmRenton mozakar ima na tviterju verjetno najvecjo hater skupino #ever #worldwide LOL,0
"Opozorilo iskalcem zaposlitve prek #linkedin - preverite, da ne gre za goljufijo : http://t.co/efqTN6igaS",0
@NeuroVirtu Sploh ne moremo iz Lj. Zapore #ceste,0
"Več kot 73 odstotkom kupcev bi bilo povsem vseeno, če bi večina znamk jutri izginila http://t.co/jv82xTAAlK pridite na Sales summit!",0
"@jernejrostan mal se norca delam, ja sej bencinskega :)",0
"@FejstMozakar @t_celestina Bravo, res je.",1
"@AirMiran Ravno to je smešno. Ker v drugih športih in ligah pa vedno zmaga ekipa, ki vodi ob polčasu :)",1
"Škoda, da ob nakupu vseh Rolandov, Pilatusev, Patrij in ostale navlake ni še kdo dobil ideje o kakem  nakupu dodatnih generatorjev #zima",0
Sodni dan @ PST Ljubljana http://t.co/0lQ5pcWTqG,0
"RT @Dnevnik_si: Vremenske razmere prizadele tudi divjad. Lastniki, pse na povodce. http://t.co/5GpE6xTPIc http://t.co/LVBhRFHtH0",0
@petrasovdat Se pravi da vlada ne mara al delodajalcev ali pa študentov. To je bruto al neto znesek!,0
Predsednik Evropskega sveta Van Rompuy: EU je Sloveniji zaradi vremenske ujme pripravljena pomagati z razpoložljivimi sredstvi,1
"RT @BorutRoncevic: Tako je, ko zakone pišejo neizkušeni birokrati. Študentje, zahvalite se jim za izgubljen prihodek. http://t.co/vZsJ3wXyhy",0
RT @RomanJakic: Pivka. Železniški promet se je ustavil. Nastaja velika gospodarska škoda. Ekipe so na terenu...Hvala… http://t.co/DUh5gmOz4T,0
"RT @edvardkadic: Berem, da je v Lj ZOO padlo drevo, tako kot risom, odprlo pot v svobodo tudi volkovom ... Če človek noče, narava hoče ;) #…",1
"Novo #poročilo @EU_Commission razkrilo, da je #Hrvaška v boju proti #korupciji napredovala http://t.co/0KWmlKwND7 @ECinSlovenia",1
Video: Katastrofa z ledom v Sloveniji  http://t.co/RyYQYb9uUa Bravo @slovenskavojska za pomoč,0
"RT @AlesCerin: Jutri ob 18h imam predavanje v cerkvi Sv. Lenarta, Frančiškanski trg 1, NM: ""Preprostost v vsakdanjem življenju"" http://t.co…",1
"Dokumenti prihajajo v medije zato, ker nekdo tako hoče – hoče pa zato, ker ima nekaj za bregom.http://t.co/HMKqHupVrR",0
"RT @policija_si: Mejni prehod Drenovec je znova odprt, mejna prehoda Podplanina in Novi kot pa ostajata zaprta.http://t.co/ll1Cxvi2ap",0
@multikultivator seznam sms donacij http://t.co/EezKk9vEFb @mobitel @Simobil,1
"RT @AlesZalar: Prav zanima me, ali poslanci vedo, da so na predlog MP ukinili sodelovanje Slovenije v EU v zadevah odvzema premozenja nezak…",0
"RT @mk_gov_si: Zaradi težav z elektriko je Viba odstopila kamion z agregatom, ki se sicer uporablja pri snemanju filmov, Domu starejših Vid…",1
"@vladaRS Wow, kar iskrice skacejo:))",1
"z odrezanostjo od sveta.
Mislimo, da se v imenu vseh lahko zahvalimo prostovoljcem, gasilcem, policajem, vojakom, ki se trudijo po … #2",1
Finski tožilec Rappe napovedal pritožbo na sodbo v zadevi Patria,0
"da si ljudje med seboj pomagajo v teh težkih razmerah in da ne pomagajo samo sočloveku temveč tudi živalim, domačim in divjim, katere … #4",1
"še toliko bolj potrebujejo našo pomoč. Tudi njih mraz prizadane. Širjenje prostovoljne pomoči je tisto, za kar si prizadevamo.
HVALA #5",1
"Pridružite se nam v soboto na slovenski kulturni praznik, odprti smo od 10.00 do 21.00. Brezplačno! http://t.co/NKab5mNPRy",1
"Zakaj rinete v nek poklic, za katerega ne kažete nobenega talenta? http://t.co/IMLry7YFrP",0
Zaradi gripe prepoved obiskov na kardiološkem oddelku UKC Ljubljana http://t.co/jGMRjk8dUI,0
NOVICA: #Lenovo okrepil vodstvo v regiji EMEA - http://t.co/Bw66Dn4qea #leadership http://t.co/jj81grqSc5,1
Nekateri bodo brez elektrike ostali še ves teden http://t.co/OysRyEKEUT bogi,0
@Mauhler @rava__ psi ne rabjo #sampravm ;),0
malo sem se že naveličala portable pisarne. pa v barabuku/trinajstki/le petitu/zvezdi me majo že vrh glave najbrž.,0
"""Srečanje s hrvaškim ministrom, kot je bilo današnje, je odličen način izmenjave strokovnih mnenj in iskanja rešitev"".",1
Kok je zabavno reportat spam. :),1
"@PrimozJarc Ojoj, grozno. Za to imamo sms donacijo? :)",0
"@SparSlovenija kot rečeno, ni šlo za zneske, ki bi bili ne vem kako visoki. Človeško se je motiti in zaenkrat verjamem, da ni bilo namerno.",1
Led povsod (@ Park Tivoli) [pic]: http://t.co/H1zdvRPb4b,0
Karambol! Ampak samo v piceriji Tunel :),0
"@AlanOrlic okay, mi lahko samo sms napises da si shranim st ker sem menjala telefon?",1
"NAJNOVEJŠE SPOROČILO ZA JAVNOST LJUBLJANSKEGA ZOO-ja!

Poročajo o polomljenih drevesih, poškodovanih ograjah ter... http://t.co/oOybAQNvyH",0
"V četrtek ob 18h se pogovarjamo o ""Internetu stvari""- pametnih napravah, komunikaciji med njimi, zbiranju podatkov... http://t.co/blv8yW5L5y",1
"@jurijsimac tih bod, pa pokaj :)",0
Primorska avtocesta v smeri Kopra zaprta med priključkom Unec in počivališčem Ravbarkomanda,0
Kako sestaviti kakovosten pisni preizkus znanja pri matematiki? #seminarzrss http://t.co/ukVA7pqcaB”,1
"ARTish F!RBC - Polona Pačnik

http://t.co/PSKM6jtbKM

1. KDO SI?
Polona Pačnik; zoprna... http://t.co/pgGNhrneSL",0
"@kricac ne, Aerodrom. Mešaš 2 firmi @darkob @ggmPS",0
Zaradi odstranjevanja ledu so za predvidoma pol ure zaprli primorsko avtocesto med Uncem in Ravbarkomando proti Kopru.,0
"RT @KlemenMesarec: Škoda, da ob nakupu vseh Rolandov, Pilatusev, Patrij in ostale navlake ni še kdo dobil ideje o kakem  nakupu dodatnih ge…",0
"@darkob še enkrat, država je lastnica 51% Luke. Izvoli, daj donacijo. jst je ne dam, mi že tko preveč ukradejo @gnila_slovenija @ggmPS",0
"@darkob i give up.. če ti do zdaj ni blo jasno, pol bi ti moral vso plačo pobrat.. za narodov blagor, pa to @gnila_slovenija @ggmPS",0
"@Delo tudi v polhovem gradcu, tam so za dva dni brez elektrike in en dan brez telefonije ...",0
"No, pa smo poF!RBCali tudi s Polonapolona.
Uživajte!
;) http://t.co/snI9yyh0B4",1
"@Flajschman To zdaj že precej špekuliramo. Teorija dopušča, fizični dokazi pa so skopi. @leaathenatabako @RSustar",0
"@bosstjanz Poklon, srčni ljudje ste.",1
"RT @JozeJos: @TanjaJesensek @lajnar_EU Drži. Že prejšnji teden so upokojenci dobivali ta obvestila. Zmanjša se tistim, ki imajo večjo pokoj…",0
"Če kdo pozna Nušo Derenda, naj jo lepo prosim v mojem imenu vpraša, zakaj tako zelo vpije ko prepeva. Tudi potiho radio jo predvaja naglas.",0
"@mr_foto se strinjam. Škoda, da ima parlament elektriko. Tam bi izraz naravna selekcija prišel do veljave! :)",0
Generacija piščančkov.,0
"Sočustvujem z ljudmi, ki ne prenesejo drugačnega mnenja do te mere, da jim ta sesuje umetno zgrajeno samozavest. Nekoč bo bolje!",0
"Na Podutiški redno padajo veje s platan, vozniki jih odstranjujejo. Gospa mama dela statistiko; vozniki terencev so se odrezali najslabše.",0
@petrasovdat @darkob @ggmPS in potem ko bo luka plačala bodo tiri njihovi ? In bodo lahko oni zaračunavali železnici za uporabo :)),0
"Pozor: iznad primorske avtoceste odstranjujejo daljnovod, ki grozi, da bo padel na tla. Cesta bo zaprta v obe smeri! http://t.co/69EPXu3CoY",0
"RT @JJansaSDS: .@crnkovic Pa da vidimo, če bo obljuba zdržala. Če bo, bo služba na @delo v resni nevarnosti.",0
Lahko bi imali ze ta teden pocitnice:) #prilagajanje #pocitnice,1
"@NatasaMulec če hrano najdejo, preživijo, če ne... je pa naslednja generacija manj številčna in debelejša. life goes on. @edvardkadic",0
"RT @t_celestina: @NatasaMulec če hrano najdejo, preživijo, če ne... je pa naslednja generacija manj številčna in debelejša. life goes on. @…",0
"@NatasaMulec ja, lej, saj je vse preprosto, če greš do temeljev. :) @edvardkadic",1
@Trdosrcnez bemti sem naivc :(,0
"RT @edvardkadic: @NatasaMulec sam še kakšen Žižek jim manjka tam v ledu sredi gozda, da začnejo razpravljati o možnostih življenja... LOL @…",0
"@t_celestina @NatasaMulec @edvardkadic tud nic ni videti, da bi po medijih delal tako paniki kot ljudje",0
Fotograf @MiroMajcen je bil v Pivki in okolici. Tam je ledeni oklep debel tudi več kot 5 cm. Poglejte fotke! http://t.co/dD4b2BER52,0
"V živalskem vrtu ne vedo čisto, če so vse živali doma. Upam samo, da vedo kje sta leva in sibirska tigra.",0
"Kar lepo smo se izkazali na dobrodelnem kolesarjenju, več o tem tule: http://t.co/FvoDfYBGA1",1
@sobotna Zaklinjanje k delu je v časih postindustrijskega kapitalizma eden največjih absurdov. http://t.co/3fXpT2oQz8 Renata Salecl #delo,0
Kaj je na sporedu? Ja trening v  Fitline studio itak ;) — feeling excited,1
Manipulacije bonitetnih agencij ali zakaj imajo ZDA in druge domače države previsoke ocene. http://t.co/OeugkXzcxe,0
@ekolifenatura Zelena tekočina. Zeleno zlato.Kozarec zdravja http://t.co/7dvyFng0fy Nagradna igra za sokovnik Greeen star za hladno sočenje.,1
Preveč bele.,0
@Lipko2013 dooooosti bolj kul si kot te španske maskote :)))),1
@kricac Danes gre pa zares. Denis zavihal rokave.,1
"RT @crnkovic: Razumem to @MichaelWolffNYC kritiko novinarske prepotentnosti. A ker živimo v Sloveniji, smo lahko bolj optimistični. http://…",1
"@HermanIICeljski @SebastjanErlah Sramota je da država ne premore 30 agregatov, ki nam jih morajo sosedi odstopit, posodit ali prodat.",0
"@rava__ če izveš, še meni povej. Ni mi všeč :(",0
"@jkmcnk Eh, to je še včerajšnja novica. Danes vemo resnico! Umorili so ga Illuminati: http://t.co/0UanzrsFt0",0
I want to go back! Bemti zimo! #capetown #southafrica #campsbay http://t.co/7B2mowKCnu,0
Uau v živo sem (iz enega klika na drugega) doživel spremembo @twitter UI. Ste tudi vi že opazili? #twitter #interface http://t.co/huEiHsbI3c,1
@merineseri jaaaaaa! Pol te pa peljem plesat.,1
@stanka_d a bi ze nehali tezit ... ljudje smo brez elektrike ..... Prioritete prosim.,0
@ninagaspari sem za .... naslov akcije bo ....,1
"@HermanIICeljski Država, ki se prepozno zgane in mi pametuje o ""skup držanju"" iz vip lože, ko se CZ, gasilci in  ostali prebijajo skozi žled",0
"@Simobil @gajmirtic @schoo666 Une dva megabita, ping pa upload mam jst velik boljsi.",1
"@matjaz Ker bomo hitro ""nabasali"" na Američane, Litva nam je itak neugodna + igramo na Kanarcih.",0
@anamavretic že 3 dni pakiraš pa slikce poustaš. kaj če bi spakirala že ha?,0
Podjetja ne dovolijo prostovoljnim gasilcem na teren. A grejo mogoce na zur??,0
@NPopivoda da bo vsaj zate šok malo manjši ;) http://t.co/M2NwvA2qeM,1
@TelemachSi res se vam zahvaljujem za vas povratni klic in ker sm ze dva dni brez signala....sej res sej smo narocniki nihce....#zalostno#,1
"Prihajajočo sredo, ob 16. uri bralna uprizoritev POHUJŠANJE V DOLINI ŠENTFLORJANSKI v Studiu MGL! Vstopnica le 3€. Se vidimo?",1
Moj brat Niko z alternativnimi idejami za izhod HR iz krize. Danes v Večernjem. :) #sister #pride  http://t.co/NAK4qaiJKL,1
"RT @RomanJakic: V Regijskem centru za obveščanje telefoni zvonijo neprekinjeno, Sodelavcem iz URSZR-ja, ki klice… http://t.co/SRmzTb35i6",0
"@nleskovar Jebentiš, moje @SamFoxCom pa še ni blo. Kurc pa tak #osemdeseta žur brez nje. :)",0
Jure Franko je v Tivoliju pokazal srebro iz Sarajeva #slochi #danslohokeja #sarajevo84 #legenda @ Hala… http://t.co/78xB0b15M5,1
"@had Sej muzika je super, tut če js ne sukam. :)",1
"@leaathenatabako @lenci53 ti mu kar povej. A se kej treseš, ti @twitter , ha :P",0
Te zanima kako zaslužiti denar s prodajo naravne kozmetike visoke kakovosti? Več tukaj:... http://t.co/EosbEPE2hM,1
Najlazje je reci Saj bom ... Pa res ni tezko - GASILEC na 1919. Ker si krvavo zasluzijo. http://t.co/fQmpCHN3ux,0
"Fak, samo še en naj mi predlaga deal ""roka roko umije"". Jaz mam že tolk čiste roke, da bi bil še Mr. Muscolo ponosen name.",0
Primorska avtocesta je med razcepom Nanos in Razdrtim znova prevozna v obe smeri.,1
"Logika ima kratke noge, a dobro šprinta ...",1
"RT @PrometniK: Primorska avtocesta proti Kopru je znova prevozna med razcepom Nanos in Razdrtim.
Tudi glavna cesta Holmec-Poljana je spet o…",1
"RT @rorazem: Shaq and co. se strinjajo da bi si 
@Goran_Dragic zasluzil All Star tekmo. http://t.co/qIYiLhKawg",1
"note to self: začni lepše pisat, ker potem bereš 40% otrok je ritopikov. (atopikov je blo prav)",0
V sredo MWC z ekipo Vibe Department! Tokrat z veliko novostmi ;) http://t.co/jYsHkkeF8T,1
Paleo palačinke po receptu mr_foto Odlične! http://t.co/u5rij5MwiB,1
"Nikoli si nisem mislila, da bom dejansko vzljubila fitnes. Se manj pa to, da bom jedla (raz)kuhano korenje. #odrascam",1
"Pregled fotografij - @PS_Sportal http://t.co/UtfMo86cZn ""#Klik po #Klik uredi zivljenje prijatelju, pomagajte!",1
@PeterSvetina ah :( tudi tega ne rabiš. Lep tudi brez lepotnih znamenj ;),1
"@MrGabbah Dokler jst ""to točko"" najdem bo že tretjič zima...",0
Vsaka širša obrazložitev je odveč ;-) http://t.co/jpxhIbFF3F,0
"@Chateebox @huferka Daleč od tega. Slaščice so že nasploh zahtevne, pavlova je pa torta, ki sem jo že petnajstkrat zapored naredil slabo.",0
RT @zballe: BREAKING: @Goran_Dragic je postal igralec tedna zahodne konference v ligi NBA. #nbaslo,1
@MitjaKravanja A je spet kaksen nesporazum?,0
"RT @peruzzi007: City-Chelsea. Ajde fantje, dejmo en remi :). #PL",1
RT @karmennovak: Paleo palačinke po receptu mr_foto Odlične! http://t.co/u5rij5MwiB,1
"@zakaj_pa_ne ooojaaa! Pa nič jokat, vse bo okej! ;)",1
@Tja_Sha Srecno! :),1
"V takih časih imamo srečo, da je predsednik gozdar.",1
"Random punca: ""Ja pofukala sva se, gremo dalje, ni treba zdej komplicirat s klicanjem pa ne vem kaj."" Ok.",0
@jurepasekure @mojcamars Hvala za prijetno dobrodoslico. :) Imamo kaksen hashtag?,1
RT @STA_novice: Predsednik Evropskega sveta Van Rompuy: EU je Sloveniji zaradi vremenske ujme pripravljena pomagati z razpoložljivimi sreds…,1
RT @juremes: Še ena ugotovitev: Mobitelovo omrežje  tudi ob naravni nesreči poseka Simobilovo - za precej.,1
"Pohitite, do polnoči si lahko brezplačno prenesete novo skladbo @U2 in ste obenem še dobrodelni! http://t.co/IzeycwQxfQ #RED #U2Invisible",1
"@uporabnastran to je pa tudi res ... komercialci humor zlorabljajo, ljudje ga uporabljajo. @had @RadioCenter",0
@JasaLorencic kreg je disciplina kje smo Slovenski nesporni prvaki že vrsto let :P @vecer,0
"Svojega dne so se prekinile vojne, mi začenjamo nove. Res smo posebni. RT @vecer: Maruša Ferk toži Massija http://t.co/Yfm9IYwvA7",0
@bota112 Ker Hribar Milič kaj več ne zna. Bo šel po poti svojega predhodnika in postal direktor SNG Gorica. FAIL! @Igor_Grozni @StudioCity_,0
@had Slabo planiranje itak. Janez ni bil nikoli dober strateg. ;) @FranciKek @SebastjanErlah,0
"O zamejstvu je vedel vse, matična Slovenija o njem skoraj ničesar. http://t.co/JY8cu31p9s",0
"@amrevlje A tisti 10 minutni giro po poledeneli cesti? Te bom jaz peljala na kakšnega, ko prideš domov, smer si lahko izbereš sam. :-)",0
"@petra_jansa @JJansaSDS Janša bi lahko rešil vse svoje finančne težave, če bi razvpiti avto Volvo prodal na javni dražbi kot Show car.",0
No pa je sla elektrika se pr nas... #notfunnyatall,0
V Okviru današnjega obiska v MO Ljubljana poslanska skupina SDS ob obisku Slovenske Karitas podarila 600 evrov - SDS http://t.co/rqfqcMrJIy,1
Sreča. http://t.co/qwMxpVhybK,1
"Doma nisem imel nutelle. ""Na Igu so bili ljudje brez osnovnih dobrin http://t.co/ZYeKL5uNvR""",0
Ce bi se igralci @ManUtd borili kot chelseajevi... Ne bi bli 7...,0
"@Jure_Bajic he he, lahko noč :P",1
"@PeterSvetina @lenci53 @had @rigler_a @RadioCenter čeravno je ta ista slika že krožila. Je seveda razlika, ko se zlorabi za lajke in fejve.",0
@Tja_Sha @ErikRenko @VanjaPirc @_dzaf jz bi tudi skrivnosti vedla! :),1
"Na voljo je Daljinec #LibreOffice Impress za iPhone/iPad, deluje z najnovejšim #LibreOffice 4.2 na vseh podprtih OS – http://t.co/t4dGOjQSQQ",1
"Nočem se pogovarjat.
Zakaj pa se potem še pogovarjaš?
Sem pač komunikativna, česar nisem nikoli zanikala.",0
Našla boljši način za učenje nemščine. Der die das jebe nas. http://t.co/GHP0oNSPXV #nočnastraža,0
@007_delic @MisaVugrinec Drži. Rozvita se resnično trudi k tragediji dodati še klasične slovenske zdrahe v obliki nepreverjenih informacij!,0
"Človeka zaboli srce, ko pogleda v gozd. Edino naravno bogastvo, ki ga imamo - poleg vode -, je zdesetkala ledena katastrofa.",0
"RT @steinbuch: Po vzoru akcije ""Očistimo Slovenijo"" bi se lahko letos spomladi masovno lotili čiščenja gozdov, v katerih vlada opustošenje.",1
"@opica hehe, ce ne bi enkrat obrnil glave, bi mislila, da je tabla :-) @EvaKobe24ur @Bronte72",0
"@JelenaJal @dialogos_si @MisaVugrinec Sejanje zdrah v tragični situaciji. Na tisoče ljudem je res težko, tudi tistim, ki noč&amp;dan pomagajo.",0
@dialogos_si Najprej je treba državo sestaviti nazaj. Fokus na št. agregatov v 1 slovenskem kraju ipd. čisto nič ne pomaga. @MisaVugrinec,0
@EdiStraus @MrVates Za veje odnašat je vsakdo dober. Vse ostalo pa je delo za gozdarje seveda.,1
".@Pika_So Tako je. Nedopustno je, da ustrezne službe niso stale vsaka s svojim kaloriferjem pod vsemi drevesi in daljnovodi @SebastjanErlah",0
"RT @LCuliberg: .@Pika_So Tako je. Nedopustno je, da ustrezne službe niso stale vsaka s svojim kaloriferjem pod vsemi drevesi in daljnovodi …",0
ZOO LJ ima pa ful katastrofo. Pa ravno so iznasli pravo formulo zadnja leta in dosegli ogromen napredek. Zdaj pa toliko skode :(,0
Toliko besed pa tako malo idej.,0
"Vsakič, ko se mi kakšen program updejta čakam, da mi bo kakšen policaj na trojanskem konju skočil v računalnik. #paranoja",0
"RT @BorutRoncevic: PS in Desus še brez dogovora o delitvi ministrstev. Prevod za telebane, koalicija se še vedno ukvarja sama s sabo.",0
"Lepo smo se imeli na edinem mestu v Sloveniji, kjer se je na ta dan za en večer sredi zime zazdelo, da je pomlad.... http://t.co/yveGwxFDRu",1
"@JozeJos Je bil Janša o tej grožnji obveščen, da bi lahko vložil zasebno tožbo? Žalitev Jankovića pa se preganja po uradni dolžnosti!",0
